Date,Open,High,Low,Close,Adj Close,Volume
2003-01-02,88.8499984741211,91.30000305175781,88.54000091552734,91.06999969482422,61.36653518676758,44516300
2003-01-03,90.91000366210938,91.37999725341797,90.5,91.3499984741211,61.55524444580078,32222600
2003-01-06,91.23999786376953,93.48999786376953,91.16999816894531,92.95999908447266,62.64010238647461,40984500
2003-01-07,92.9000015258789,93.37000274658203,92.19999694824219,92.7300033569336,62.485145568847656,38640400
2003-01-08,92.19999694824219,92.4000015258789,91.05000305175781,91.38999938964844,61.58216094970703,38702200
2003-01-09,91.81999969482422,93.18000030517578,91.41000366210938,92.80999755859375,62.539024353027344,34804900
2003-01-10,91.94999694824219,93.63999938964844,91.80000305175781,93.05999755859375,62.70750427246094,37768900
2003-01-13,93.54000091552734,93.86000061035156,92.44000244140625,93.02999877929688,62.687259674072266,31649900
2003-01-14,92.69000244140625,93.83000183105469,92.41000366210938,93.33000183105469,62.88941192626953,30733000
2003-01-15,93.54000091552734,93.56999969482422,91.91000366210938,92.4000015258789,62.26275634765625,33511800
2003-01-16,92.5,92.93000030517578,91.44999694824219,92.0199966430664,62.00669860839844,44812100
2003-01-17,90.98999786376953,92.30000305175781,90.1500015258789,90.66000366210938,61.090274810791016,35618300
2003-01-21,90.87000274658203,90.91999816894531,88.94999694824219,89.25,60.1401481628418,36826200
2003-01-22,88.7699966430664,89.80000305175781,88.0,88.16999816894531,59.41241455078125,42286500
2003-01-23,88.75,89.37999725341797,87.94999694824219,88.70999908447266,59.776302337646484,55919800
2003-01-24,88.58999633789062,88.68000030517578,86.16999816894531,86.37999725341797,58.20626449584961,68633900
2003-01-27,85.7300033569336,86.80000305175781,84.5,85.19999694824219,57.411094665527344,57884400
2003-01-28,85.62999725341797,86.4000015258789,85.12999725341797,85.83000183105469,57.83563995361328,46929100
2003-01-29,85.41999816894531,87.18000030517578,84.7699966430664,86.4800033569336,58.27363586425781,53712200
2003-01-30,86.79000091552734,86.87999725341797,84.4000015258789,84.43000030517578,56.89226150512695,49845900
2003-01-31,84.1500015258789,86.20999908447266,84.1500015258789,86.05999755859375,57.99064636230469,55317000
2003-02-03,86.13999938964844,86.80999755859375,85.91999816894531,86.2300033569336,58.105201721191406,39696000
2003-02-04,85.30999755859375,85.75,84.30000305175781,85.37999725341797,57.53239440917969,43633400
2003-02-05,85.75,86.54000091552734,84.4800033569336,84.8499984741211,57.17526626586914,55270600
2003-02-06,84.37000274658203,84.88999938964844,83.6500015258789,84.44999694824219,56.90573501586914,53638000
2003-02-07,84.91000366210938,84.98999786376953,82.97000122070312,83.41999816894531,56.21170425415039,43165000
2003-02-10,83.45999908447266,84.12999725341797,82.6500015258789,84.01000213623047,56.60923767089844,45455900
2003-02-11,84.37000274658203,84.87999725341797,82.83000183105469,83.43000030517578,56.218421936035156,46861000
2003-02-12,83.16000366210938,83.62000274658203,82.08999633789062,82.0999984741211,55.32222366333008,35873600
2003-02-13,82.1500015258789,82.66000366210938,81.0,82.3499984741211,55.490692138671875,57934100
2003-02-14,82.37000274658203,84.19999694824219,81.81999969482422,84.1500015258789,56.703582763671875,59580900
2003-02-18,84.52999877929688,85.80000305175781,84.38999938964844,85.62999725341797,57.70085906982422,39492700
2003-02-19,85.31999969482422,85.47000122070312,84.27999877929688,85.18000030517578,57.39763641357422,31432000
2003-02-20,85.20999908447266,85.41999816894531,84.05000305175781,84.33000183105469,56.8248405456543,29280100
2003-02-21,84.37999725341797,85.73999786376953,83.45999908447266,85.18000030517578,57.39763641357422,60955800
2003-02-24,84.93000030517578,85.0,83.58999633789062,83.80000305175781,56.46774673461914,30628600
2003-02-25,82.94999694824219,84.48999786376953,82.22000122070312,84.47000122070312,56.91921615600586,56770600
2003-02-26,84.0199966430664,84.52999877929688,83.08000183105469,83.23999786376953,56.09037780761719,37787200
2003-02-27,83.69999694824219,84.75,83.16000366210938,84.33999633789062,56.831626892089844,51126000
2003-02-28,84.47000122070312,85.2300033569336,84.16000366210938,84.9000015258789,57.208984375,43666800
2003-03-03,85.26000213623047,85.77999877929688,83.72000122070312,84.08999633789062,56.66313552856445,42923100
2003-03-04,83.94999694824219,84.01000213623047,82.6500015258789,82.75,55.76019287109375,31440500
2003-03-05,82.61000061035156,83.54000091552734,82.36000061035156,83.44999694824219,56.23188781738281,43974700
2003-03-06,82.87000274658203,83.5199966430664,82.47000122070312,82.75,55.76019287109375,41217700
2003-03-07,81.61000061035156,83.98999786376953,81.43000030517578,83.31999969482422,56.144317626953125,63538000
