,gross_domestic_product,unemployment_rate,inflation_rate,interest_rate,consumer_price_index,producer_price_index,balance_of_trade,industrial_production_index,consumer_confidence_index
1913-10-22,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-23,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-24,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-25,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-26,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-27,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-28,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-29,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-30,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-10-31,243.164,3.4,10.0,2.83,21.48,12.2,-2026.0,4.8665,86.2
1913-11-01,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-02,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-03,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-04,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-05,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-06,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-07,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-08,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-09,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-10,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-11,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-12,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-13,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-14,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-15,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-16,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-17,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-18,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-19,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-20,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-21,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-22,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-23,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-24,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-25,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-26,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-27,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-28,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-29,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-11-30,243.164,3.4,10.1,2.83,21.48,12.1,-2026.0,4.8665,86.2
1913-12-01,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-02,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-03,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-04,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-05,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-06,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-07,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-08,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-09,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-10,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-11,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-12,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-13,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-14,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-15,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-16,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-17,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-18,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-19,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-20,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-21,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-22,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-23,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-24,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-25,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-26,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-27,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-28,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-29,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-30,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1913-12-31,243.164,3.4,10.0,2.83,21.48,11.9,-2026.0,4.8665,86.2
1914-01-01,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-02,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-03,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-04,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-05,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-06,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-07,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-08,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-09,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-10,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-11,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-12,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-13,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-14,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-15,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-16,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-17,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-18,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-19,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-20,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-21,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-22,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-23,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-24,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-25,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-26,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-27,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-28,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-29,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-30,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-01-31,243.164,3.4,10.0,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-01,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-02,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-03,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-04,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-05,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-06,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-07,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-08,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-09,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-10,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-11,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-12,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-13,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-14,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-15,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-16,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-17,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-18,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-19,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-20,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-21,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-22,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-23,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-24,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-25,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-26,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-27,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-02-28,243.164,3.4,9.9,2.83,21.48,11.8,-2026.0,4.8665,86.2
1914-03-01,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-02,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-03,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-04,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-05,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-06,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-07,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-08,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-09,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-10,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-11,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-12,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-13,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-14,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-15,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-16,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-17,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-18,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-19,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-20,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-21,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-22,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-23,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-24,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-25,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-26,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-27,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-28,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-29,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-30,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-03-31,243.164,3.4,9.9,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-01,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-02,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-03,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-04,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-05,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-06,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-07,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-08,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-09,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-10,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-11,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-12,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-13,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-14,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-15,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-16,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-17,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-18,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-19,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-20,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-21,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-22,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-23,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-24,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-25,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-26,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-27,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-28,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-29,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-04-30,243.164,3.4,9.8,2.83,21.48,11.7,-2026.0,4.8665,86.2
1914-05-01,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-02,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-03,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-04,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-05,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-06,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-07,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-08,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-09,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-10,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-11,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-12,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-13,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-14,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-15,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-16,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-17,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-18,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-19,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-20,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-21,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-22,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-23,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-24,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-25,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-26,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-27,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-28,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-29,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-30,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-05-31,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-01,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-02,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-03,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-04,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-05,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-06,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-07,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-08,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-09,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-10,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-11,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-12,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-13,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-14,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-15,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-16,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-17,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-18,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-19,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-20,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-21,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-22,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-23,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-24,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-25,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-26,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-27,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-28,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-29,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-06-30,243.164,3.4,9.9,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-01,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-02,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-03,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-04,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-05,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-06,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-07,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-08,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-09,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-10,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-11,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-12,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-13,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-14,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-15,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-16,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-17,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-18,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-19,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-20,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-21,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-22,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-23,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-24,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-25,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-26,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-27,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-28,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-29,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-30,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-07-31,243.164,3.4,10.0,2.83,21.48,11.6,-2026.0,4.8665,86.2
1914-08-01,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-02,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-03,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-04,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-05,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-06,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-07,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-08,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-09,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-10,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-11,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-12,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-13,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-14,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-15,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-16,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-17,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-18,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
1914-08-19,243.164,3.4,10.2,2.83,21.48,12.0,-2026.0,4.8665,86.2
