Date,Open,High,Low,Close,Adj Close,Volume,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,Smoothed,fourier_short,fourier_medium,fourier_long
2021-01-04,267.0,267.5799865722656,260.1600036621094,265.0,247.958740234375,3572000,,,247.958740234375,247.958740234375,0.0,,,,247.958740234375,,0.0,254.30279034527706,278.3052253704662,293.7073063889848
2021-01-05,263.8800048828125,273.5,262.57000732421875,270.92999267578125,253.50733947753903,4207100,,,250.8397436875563,250.96423149108884,0.12448780353253142,,,,252.12018966674802,,0.0,252.25226867199544,277.9224090313513,293.66474653631144
2021-01-06,276.2900085449219,288.3800048828125,273.1000061035156,285.54998779296875,267.187255859375,6383500,,,256.7132460893581,257.29608164868785,0.5828355593297374,,,,262.5512354924128,,0.0,250.4211296626404,277.5735761399393,293.6330522145578
2021-01-07,287.7699890136719,295.8900146484375,286.67999267578125,291.6499938964844,272.8949584960937,4009700,,,261.2369457442521,262.2200374581348,0.9830917138826862,,,,269.53324851989737,,0.0,248.8249323892029,277.259402970275,293.6122473853934
2021-01-08,292.0,292.2799987792969,285.0599975585937,290.0799865722656,271.4259033203125,2800800,,,263.599807031504,264.72123831133877,1.1214312798347805,,,,270.8002323119108,,262.59483947753904,247.47735381428905,276.98051933699566,293.60235265081485
2021-01-11,286.79998779296875,295.0,284.20001220703125,293.8299865722656,274.93475341796875,2649700,,,265.87010638842366,267.2036598132829,1.3335534248592467,,,,273.5603659074385,,267.9900421142578,246.39003141709603,276.7375074837803,293.60338524558904
2021-01-12,297.1400146484375,303.9800109863281,296.0199890136719,302.2099914550781,282.7758178710937,4814400,267.24068123953685,,268.8766995387314,270.6785324010597,1.8018328623283537,,,,279.70681099573187,,273.84373779296874,245.5724268408744,276.530901055445,293.6153590307473
2021-01-13,300.0799865722656,303.7200012207031,299.1000061035156,302.94000244140625,283.4589233398437,2413800,272.3121359688895,,271.22625711618224,273.34560300446185,2.119345888279611,,,,282.2086005373699,,277.09807128906243,245.0317123097445,276.36118415556643,293.63828448813257
2021-01-14,304.04998779296875,309.4100036621094,303.5400085449219,307.8699951171875,288.0718994140625,3192200,277.24993024553567,,273.7231511160527,276.2589885869675,2.535837470914828,,,,286.1176650562176,,280.1334594726562,244.77268130176918,276.2287904913605,293.6721687160016
2021-01-15,301.19000244140625,304.8599853515625,296.8800048828125,301.010009765625,281.6530456542969,3863700,279.31647164481024,,274.81739938314183,277.28116030485637,2.463760921714538,,,,283.14120171493573,,282.1788879394531,244.79768468438937,276.13410260737476,293.71701542568275
2021-01-19,305.0,306.6000061035156,293.79998779296875,294.20001220703125,275.28094482421875,6727800,279.6573268345424,,274.87752137370086,276.9151691005014,2.0376477268005146,,,,277.90100087337066,27.32220458984375,282.24812622070306,245.10659322111434,276.07745120939,293.7728249392918
2021-01-20,295.82000732421875,297.45001220703125,287.4800109863281,290.4700012207031,271.790771484375,4792600,279.7094508579799,,274.49826551369557,276.00406802703185,1.5058025133362776,,,,273.82750694904274,18.283432006835966,280.0511169433594,245.69678704836588,276.0591145797541,293.8395941885055
2021-01-21,290.45001220703125,292.739990234375,288.5299987792969,289.3699951171875,270.7615966796875,2516000,279.113285609654,,274.06051543378777,275.0937758423566,1.0332604085688217,,,,271.78356548746046,3.5743408203125,277.51165161132815,246.56317240242174,276.0793180852015,293.917316714394
2021-01-22,286.69000244140625,290.5899963378906,285.5,289.3900146484375,270.7803039550781,2568800,277.39964076450894,,273.69210864769775,274.3593293013811,0.6672206536833301,,,,271.11472432603415,-2.114654541015568,274.05333251953124,247.69822555242774,276.1382337780374,294.00598266831184
2021-01-25,285.5299987792969,286.3500061035156,277.5,283.0400085449219,264.8385925292969,4575000,274.7395935058594,,272.7343750743677,272.7644429027314,0.03006782836371258,,,,266.93063616994635,-6.587310791015625,270.69044189453126,249.09206357047648,276.23598009139016,294.1055788138477
