Date,GC=F,SI=F,CL=F,BZ=F,NG=F,HG=F,ALI=F,PA=F
2010-03-10,1107.800048828125,16.993999481201172,82.08999633789062,80.4800033569336,4.559000015258789,3.3550000190734863,,463.75
2010-03-11,1108.0,17.13599967956543,82.11000061035156,80.27999877929688,4.440000057220459,3.365999937057495,,460.1499938964844
2010-03-12,1101.5,17.02400016784668,81.23999786376953,79.38999938964844,4.400000095367432,3.369499921798706,,462.25
2010-03-15,1105.0999755859375,17.08300018310547,79.80000305175781,77.88999938964844,4.390999794006348,3.306999921798706,,459.6499938964844
2010-03-16,1122.199951171875,17.33300018310547,81.69999694824219,79.0199966430664,4.3470001220703125,3.3570001125335693,,471.3999938964844
2010-03-17,1124.0,17.50200080871582,82.93000030517578,81.95999908447266,4.302999973297119,3.4100000858306885,,478.0
2010-03-18,1127.4000244140625,17.406999588012695,82.19999694824219,81.4800033569336,4.085000038146973,3.387500047683716,,477.8999938964844
2010-03-19,1107.4000244140625,17.017000198364258,80.68000030517578,79.87999725341797,4.169000148773193,3.364500045776367,,467.54998779296875
2010-03-22,1099.300048828125,16.920000076293945,81.25,80.54000091552734,4.078999996185303,3.372499942779541,,459.5
2010-03-23,1103.5,17.011999130249023,81.91000366210938,80.69999694824219,4.130000114440918,3.369499921798706,,463.6499938964844
2010-03-24,1088.5999755859375,16.625999450683594,80.61000061035156,79.62000274658203,4.105000019073486,3.3364999294281006,,453.0
2010-03-25,1092.699951171875,16.726999282836914,80.52999877929688,79.61000061035156,3.9809999465942383,3.371000051498413,,451.75
2010-03-26,1104.199951171875,16.893999099731445,80.0,79.29000091552734,3.871999979019165,3.3929998874664307,,454.70001220703125
2010-03-29,1110.300048828125,17.37299919128418,82.16999816894531,81.16999816894531,3.8420000076293945,3.5295000076293945,,473.20001220703125
2010-03-30,1104.5,17.31599998474121,82.37000274658203,81.27999877929688,3.9730000495910645,3.555000066757202,,468.54998779296875
2010-03-31,1113.300048828125,17.511999130249023,83.76000213623047,82.69999694824219,3.86899995803833,3.5460000038146973,,478.1499938964844
2010-04-01,1125.0999755859375,17.875999450683594,84.87000274658203,84.01000213623047,4.085999965667725,3.5769999027252197,,489.54998779296875
2010-04-05,1132.9000244140625,18.104000091552734,86.62000274658203,85.87999725341797,4.2769999504089355,3.625999927520752,,506.20001220703125
2010-04-06,1135.0999755859375,17.91699981689453,86.83999633789062,86.1500015258789,4.0960001945495605,3.609499931335449,,506.70001220703125
2010-04-07,1152.300048828125,18.184999465942383,85.87999725341797,85.58999633789062,4.019000053405762,3.5920000076293945,,511.3500061035156
2010-04-08,1152.199951171875,18.115999221801758,85.38999938964844,84.80999755859375,3.9089999198913574,3.5810000896453857,,502.5
2010-04-09,1161.0999755859375,18.34000015258789,84.91999816894531,84.83000183105469,4.070000171661377,3.5845000743865967,,512.5999755859375
2010-04-12,1161.5999755859375,18.402999877929688,84.33999633789062,84.7699966430664,4.007999897003174,3.559499979019165,,523.1500244140625
2010-04-13,1152.800048828125,18.238000869750977,84.05000305175781,84.72000122070312,4.159999847412109,3.5954999923706055,,520.7999877929688
2010-04-14,1159.0,18.40399932861328,85.83999633789062,86.1500015258789,4.198999881744385,3.6054999828338623,,547.5
2010-04-15,1159.699951171875,18.423999786376953,85.51000213623047,87.16999816894531,3.984999895095825,3.5964999198913574,,545.4000244140625
2010-04-16,1136.300048828125,17.66900062561035,83.23999786376953,85.98999786376953,4.039000034332275,3.5114998817443848,,531.3499755859375
2010-04-19,1135.199951171875,17.725000381469727,81.44999694824219,84.2300033569336,3.944000005722046,3.494499921798706,,533.2000122070312
2010-04-20,1138.5999755859375,17.815000534057617,83.44999694824219,84.80000305175781,3.9749999046325684,3.51200008392334,,550.5999755859375
2010-04-21,1148.199951171875,18.072999954223633,83.68000030517578,85.69999694824219,3.9549999237060547,3.5329999923706055,,567.4500122070312
2010-04-22,1142.300048828125,18.006000518798828,83.69999694824219,85.66999816894531,4.127999782562256,3.484499931335449,,564.2999877929688
2010-04-23,1153.0999755859375,18.18899917602539,85.12000274658203,87.25,4.256999969482422,3.5114998817443848,,562.2000122070312
2010-04-26,1153.5,18.333999633789062,84.19999694824219,86.83000183105469,4.26200008392334,3.5269999504089355,,565.4000244140625
2010-04-27,1161.699951171875,18.115999221801758,82.44000244140625,85.77999877929688,4.216000080108643,3.3635001182556152,,547.9500122070312
2010-04-28,1171.300048828125,18.10700035095215,83.22000122070312,86.16000366210938,4.270999908447266,3.367500066757202,,540.9000244140625
2010-04-29,1168.4000244140625,18.548999786376953,85.16999816894531,86.9000015258789,3.9800000190734863,3.3334999084472656,,548.0
2010-04-30,1180.0999755859375,18.611000061035156,86.1500015258789,87.44000244140625,3.9200000762939453,3.3375000953674316,,554.75
2010-05-03,1182.699951171875,18.812999725341797,86.19000244140625,88.94000244140625,4.0,3.2785000801086426,,547.25
2010-05-04,1168.5999755859375,17.81800079345703,82.73999786376953,,4.013000011444092,3.1644999980926514,,514.25
2010-05-05,1174.5999755859375,17.51099967956543,79.97000122070312,82.61000061035156,3.990999937057495,3.138000011444092,,507.54998779296875
2010-05-06,1196.9000244140625,17.493000030517578,77.11000061035156,79.83000183105469,3.928999900817871,3.1034998893737793,,513.0999755859375
2010-05-07,1210.0,18.429000854492188,75.11000061035156,78.2699966430664,4.014999866485596,3.13100004196167,,509.20001220703125
2010-05-10,1200.4000244140625,18.530000686645508,76.80000305175781,80.12000274658203,4.170000076293945,3.2149999141693115,,523.5
2010-05-11,1219.9000244140625,19.27199935913086,76.37000274658203,80.48999786376953,4.13100004196167,3.194000005722046,,531.2000122070312
2010-05-12,1242.699951171875,19.639999389648438,75.6500015258789,81.19999694824219,4.283999919891357,3.1760001182556152,,546.4500122070312
2010-05-13,1228.800048828125,19.47599983215332,74.4000015258789,80.11000061035156,4.339000225067139,3.2195000648498535,,542.2999877929688
2010-05-14,1227.4000244140625,19.20199966430664,71.61000061035156,77.18000030517578,4.311999797821045,3.122999906539917,,526.9000244140625
2010-05-17,1227.699951171875,18.834999084472656,70.08000183105469,75.0999984741211,4.3979997634887695,2.9230000972747803,,502.6000061035156
2010-05-18,1214.300048828125,18.854999542236328,69.41000366210938,74.43000030517578,4.3420000076293945,3.0225000381469727,,506.0
2010-05-19,1192.5999755859375,18.090999603271484,69.87000274658203,73.69000244140625,4.1579999923706055,2.950000047683716,,458.70001220703125
2010-05-20,1187.800048828125,17.694000244140625,68.01000213623047,71.83999633789062,4.105999946594238,2.935499906539917,,407.95001220703125
2010-05-21,1175.699951171875,17.631000518798828,70.04000091552734,71.68000030517578,4.034999847412109,3.051500082015991,,438.45001220703125
2010-05-24,1193.800048828125,17.98200035095215,70.20999908447266,71.16999816894531,4.017000198364258,3.1364998817443848,,452.54998779296875
2010-05-25,1197.800048828125,17.76300048828125,68.75,69.55000305175781,4.051000118255615,3.0334999561309814,,429.3999938964844
2010-05-26,1213.300048828125,18.29199981689453,71.51000213623047,71.73999786376953,4.15500020980835,3.071500062942505,,445.3500061035156
2010-05-27,1211.9000244140625,18.457000732421875,74.55000305175781,74.66000366210938,4.294000148773193,3.1514999866485596,,462.25
2010-05-28,1212.199951171875,18.410999298095703,73.97000122070312,74.0199966430664,4.341000080108643,3.0969998836517334,,461.8500061035156
2010-06-01,1224.800048828125,18.540000915527344,72.58000183105469,72.70999908447266,4.248000144958496,3.053999900817871,,460.75
2010-06-02,1220.5999755859375,18.304000854492188,72.86000061035156,73.75,4.423999786376953,3.0320000648498535,,451.3999938964844
2010-06-03,1208.300048828125,17.920000076293945,74.61000061035156,75.41000366210938,4.690000057220459,2.938499927520752,,449.6000061035156
2010-06-04,1216.199951171875,17.290000915527344,71.51000213623047,72.08999633789062,4.796999931335449,2.8125,,429.79998779296875
2010-06-07,1239.300048828125,18.152999877929688,71.44000244140625,72.08999633789062,4.915999889373779,2.759000062942505,,428.8500061035156
2010-06-08,1244.0,18.468000411987305,71.98999786376953,72.08999633789062,4.808000087738037,2.7725000381469727,,441.45001220703125
2010-06-09,1228.5,18.18000030517578,74.37999725341797,72.08999633789062,4.677000045776367,2.8424999713897705,,454.95001220703125
2010-06-10,1220.800048828125,18.341999053955078,75.4800033569336,75.29000091552734,4.646999835968018,2.8554999828338623,,448.79998779296875
2010-06-11,1228.9000244140625,18.222000122070312,73.77999877929688,74.3499984741211,4.781000137329102,2.8994998931884766,,448.25
2010-06-14,1223.300048828125,18.402000427246094,75.12000274658203,75.19999694824219,5.00600004196167,2.990000009536743,,460.3500061035156
2010-06-15,1233.199951171875,18.569000244140625,76.94000244140625,76.19999694824219,5.189000129699707,3.002500057220459,,475.25
2010-06-16,1229.300048828125,18.43199920654297,77.66999816894531,78.13999938964844,4.978000164031982,2.99399995803833,,474.29998779296875
2010-06-17,1247.5,18.767000198364258,76.79000091552734,78.68000030517578,5.1620001792907715,2.9024999141693115,,480.3500061035156
2010-06-18,1257.199951171875,19.174999237060547,77.18000030517578,78.22000122070312,4.997000217437744,2.88100004196167,,490.8999938964844
2010-06-21,1239.699951171875,18.802000045776367,77.81999969482422,78.81999969482422,4.873000144958496,2.938999891281128,,494.1000061035156
2010-06-22,1239.9000244140625,18.895999908447266,77.20999908447266,78.04000091552734,4.75600004196167,2.990499973297119,,489.45001220703125
2010-06-23,1234.0999755859375,18.45400047302246,76.3499984741211,76.2699966430664,4.803999900817871,2.934000015258789,,473.3500061035156
2010-06-24,1245.5,18.731000900268555,76.51000213623047,76.47000122070312,4.748000144958496,3.003000020980835,,469.0
2010-06-25,1255.800048828125,19.104999542236328,78.86000061035156,78.12000274658203,4.861000061035156,3.0929999351501465,,477.20001220703125
2010-06-28,1238.199951171875,18.67300033569336,78.25,77.58999633789062,4.7170000076293945,3.06850004196167,,470.04998779296875
2010-06-29,1242.0,18.5939998626709,75.94000244140625,75.44000244140625,4.547999858856201,2.9154999256134033,,452.0
2010-06-30,1245.5,18.67099952697754,75.62999725341797,75.01000213623047,4.616000175476074,2.936000108718872,,444.3999938964844
2010-07-01,1206.300048828125,17.760000228881836,72.94999694824219,72.33999633789062,4.854000091552734,2.865000009536743,,429.04998779296875
2010-07-02,1207.4000244140625,17.697999954223633,72.13999938964844,71.6500015258789,4.686999797821045,2.9040000438690186,,426.8999938964844
2010-07-06,1194.800048828125,17.83300018310547,71.9800033569336,71.44999694824219,4.682000160217285,2.9600000381469727,,440.3999938964844
2010-07-07,1198.5999755859375,17.979000091552734,74.06999969482422,73.51000213623047,4.565000057220459,3.005500078201294,,442.3500061035156
2010-07-08,1195.800048828125,17.851999282836914,75.44000244140625,74.70999908447266,4.39900016784668,3.006999969482422,,444.3999938964844
2010-07-09,1209.5999755859375,18.05299949645996,76.08999633789062,75.41999816894531,4.4019999504089355,3.0445001125335693,,456.95001220703125
2010-07-12,1198.5,17.89699935913086,74.94999694824219,74.37000274658203,4.388000011444092,2.999500036239624,,454.1499938964844
2010-07-13,1213.300048828125,18.23699951171875,77.1500015258789,76.6500015258789,4.354000091552734,3.009500026702881,,468.70001220703125
2010-07-14,1206.800048828125,18.27400016784668,77.04000091552734,76.7699966430664,4.306000232696533,3.000999927520752,,465.3500061035156
2010-07-15,1208.0999755859375,18.34600067138672,76.62000274658203,,4.585999965667725,3.005000114440918,,466.95001220703125
2010-07-16,1188.0,17.773000717163086,76.01000213623047,75.37000274658203,4.519000053405762,2.9235000610351562,,448.1499938964844
2010-07-19,1181.699951171875,17.534000396728516,76.54000091552734,75.62000274658203,4.510000228881836,2.932499885559082,,443.45001220703125
2010-07-20,1191.5,17.684999465942383,77.44000244140625,76.22000122070312,4.590000152587891,2.997499942779541,,450.6000061035156
2010-07-21,1191.5999755859375,17.79800033569336,76.55999755859375,75.37000274658203,4.513000011444092,3.0869998931884766,,451.70001220703125
2010-07-22,1195.5,18.114999771118164,79.30000305175781,77.81999969482422,4.64300012588501,3.1605000495910645,,456.45001220703125
2010-07-23,1187.699951171875,18.09600067138672,78.9800033569336,77.44999694824219,4.579999923706055,3.184999942779541,,466.29998779296875
2010-07-26,1183.0,18.19499969482422,78.9800033569336,77.5,4.611999988555908,3.2249999046325684,,474.54998779296875
2010-07-27,1158.0,17.621000289916992,77.5,76.12999725341797,4.675000190734863,3.2049999237060547,,466.1000061035156
2010-07-28,1160.4000244140625,17.42300033569336,76.98999786376953,76.05999755859375,4.77400016784668,3.240000009536743,,468.29998779296875
2010-07-29,1168.4000244140625,17.60099983215332,78.36000061035156,77.58999633789062,4.827000141143799,3.2855000495910645,,491.20001220703125
2010-07-30,1181.699951171875,17.98699951171875,78.94999694824219,78.18000030517578,4.922999858856201,3.306999921798706,,500.0
2010-08-02,1183.4000244140625,18.402999877929688,81.33999633789062,80.81999969482422,4.701000213623047,3.384999990463257,,515.8499755859375
2010-08-03,1185.199951171875,18.406999588012695,82.55000305175781,82.68000030517578,4.638999938964844,3.3550000190734863,,506.45001220703125
2010-08-04,1193.699951171875,18.26300048828125,82.47000122070312,82.19999694824219,4.736999988555908,3.4005000591278076,,500.1499938964844
2010-08-05,1197.199951171875,18.308000564575195,82.01000213623047,81.61000061035156,4.5980000495910645,3.3505001068115234,,496.04998779296875
2010-08-06,1203.4000244140625,18.458999633789062,80.69999694824219,80.16000366210938,4.4670000076293945,3.3394999504089355,,487.6000061035156
2010-08-09,1200.699951171875,18.229000091552734,81.4800033569336,80.98999786376953,4.309000015258789,3.3505001068115234,,479.6499938964844
2010-08-10,1196.199951171875,18.145999908447266,80.25,79.5999984741211,4.296999931335449,3.311000108718872,,470.6000061035156
2010-08-11,1197.5,17.889999389648438,78.0199966430664,77.63999938964844,4.326000213623047,3.252500057220459,,464.70001220703125
2010-08-12,1214.800048828125,18.05299949645996,75.73999786376953,75.5199966430664,4.296000003814697,3.2825000286102295,,471.04998779296875
2010-08-13,1214.9000244140625,18.097000122070312,75.38999938964844,75.11000061035156,4.328000068664551,3.251499891281128,,477.25
2010-08-16,1224.5,18.417999267578125,75.23999786376953,74.8499984741211,4.228000164031982,3.2769999504089355,,485.75
2010-08-17,1226.5999755859375,18.586000442504883,75.7699966430664,76.93000030517578,4.267000198364258,3.3375000953674316,,497.29998779296875
2010-08-18,1229.699951171875,18.389999389648438,75.41999816894531,76.47000122070312,4.238999843597412,3.3489999771118164,,490.3999938964844
2010-08-19,1233.800048828125,18.31800079345703,74.43000030517578,75.30000305175781,4.171000003814697,3.317500114440918,,485.6499938964844
2010-08-20,1227.199951171875,17.98200035095215,73.45999908447266,74.26000213623047,4.117000102996826,3.2909998893737793,,476.20001220703125
2010-08-23,1226.9000244140625,17.982999801635742,73.0999984741211,73.62000274658203,4.065999984741211,3.2915000915527344,,483.70001220703125
2010-08-24,1231.800048828125,18.368999481201172,71.62999725341797,72.37999725341797,4.039000034332275,3.239500045776367,,484.25
2010-08-25,1239.5,19.02199935913086,72.5199966430664,73.4800033569336,3.871000051498413,3.2109999656677246,,491.54998779296875
2010-08-26,1235.4000244140625,18.97800064086914,73.36000061035156,75.0199966430664,3.816999912261963,3.305500030517578,,502.5
2010-08-27,1236.0,19.038999557495117,75.16999816894531,76.6500015258789,3.6510000228881836,3.364000082015991,,503.04998779296875
2010-08-30,1237.0999755859375,19.038000106811523,74.69999694824219,76.5999984741211,3.812000036239624,3.4130001068115234,,497.8999938964844
2010-08-31,1248.300048828125,19.398000717163086,71.91999816894531,74.63999938964844,3.815999984741211,3.3610000610351562,,500.3999938964844
2010-09-01,1246.300048828125,19.358999252319336,73.91000366210938,76.3499984741211,3.76200008392334,3.4684998989105225,,518.3499755859375
2010-09-02,1251.5,19.63800048828125,75.0199966430664,76.93000030517578,3.750999927520752,3.48799991607666,,523.4500122070312
2010-09-03,1249.199951171875,19.915000915527344,74.5999984741211,76.66999816894531,3.938999891281128,3.493499994277954,,529.0499877929688
2010-09-07,1257.300048828125,19.882999420166016,74.08999633789062,77.73999786376953,3.8519999980926514,3.4635000228881836,,521.5999755859375
2010-09-08,1255.5999755859375,19.97800064086914,74.66999816894531,78.16999816894531,3.813999891281128,3.490499973297119,,525.5
2010-09-09,1248.9000244140625,19.81399917602539,74.25,77.47000122070312,3.7679998874664307,3.433500051498413,,520.5999755859375
2010-09-10,1244.5,19.802000045776367,76.44999694824219,78.16000366210938,3.882999897003174,3.3970000743865967,,517.5499877929688
2010-09-13,1245.0999755859375,20.110000610351562,77.19000244140625,79.02999877929688,3.937999963760376,3.4714999198913574,,527.7999877929688
2010-09-14,1269.699951171875,20.400999069213867,76.80000305175781,79.16000366210938,3.9660000801086426,3.4595000743865967,,551.75
2010-09-15,1266.699951171875,20.54199981689453,76.0199966430664,78.91000366210938,3.994999885559082,3.4579999446868896,,557.1500244140625
2010-09-16,1271.9000244140625,20.7450008392334,74.56999969482422,78.4800033569336,4.061999797821045,3.4830000400543213,,546.9500122070312
2010-09-17,1275.5999755859375,20.790000915527344,73.66000366210938,78.20999908447266,4.02400016784668,3.5134999752044678,,543.2999877929688
2010-09-20,1279.0,20.777000427246094,74.86000061035156,79.31999969482422,3.822000026702881,3.496000051498413,,539.5
2010-09-21,1272.4000244140625,20.6200008392334,73.5199966430664,78.41999816894531,3.9189999103546143,3.4744999408721924,,527.7999877929688
2010-09-22,1290.199951171875,21.035999298095703,74.70999908447266,77.94999694824219,3.9660000801086426,3.558500051498413,,539.6500244140625
2010-09-23,1294.300048828125,21.194000244140625,75.18000030517578,78.11000061035156,4.019000053405762,3.5850000381469727,,554.8499755859375
2010-09-24,1296.0,21.382999420166016,76.48999786376953,78.87000274658203,3.88100004196167,3.6135001182556152,,558.5
2010-09-27,1296.699951171875,21.454999923706055,76.5199966430664,78.56999969482422,3.799999952316284,3.5934998989105225,,550.7000122070312
2010-09-28,1306.5999755859375,21.687999725341797,76.18000030517578,78.70999908447266,3.8369998931884766,3.634000062942505,,560.2999877929688
2010-09-29,1308.5,21.929000854492188,77.86000061035156,80.7699966430664,3.9619998931884766,3.6565001010894775,,567.2999877929688
2010-09-30,1307.800048828125,21.79800033569336,79.97000122070312,82.30999755859375,3.871999979019165,3.6459999084472656,,571.25
2010-10-01,1316.0999755859375,22.03700065612793,81.58000183105469,83.75,3.796999931335449,3.683500051498413,,571.25
2010-10-04,1315.4000244140625,22.01300048828125,81.47000122070312,83.27999877929688,3.7269999980926514,3.6575000286102295,,561.2999877929688
2010-10-05,1338.9000244140625,22.714000701904297,82.81999969482422,84.83999633789062,3.743000030517578,3.7190001010894775,,578.2000122070312
2010-10-06,1346.4000244140625,23.020000457763672,83.2300033569336,85.05999755859375,3.865000009536743,3.746000051498413,,589.6500244140625
2010-10-07,1333.9000244140625,22.565000534057617,81.66999816894531,83.43000030517578,3.617000102996826,3.6735000610351562,,587.0999755859375
2010-10-08,1344.199951171875,23.086999893188477,82.66000366210938,84.02999877929688,3.6510000228881836,3.7664999961853027,,587.5999755859375
2010-10-11,1353.300048828125,23.33099937438965,82.20999908447266,83.72000122070312,3.6010000705718994,3.7795000076293945,,588.75
2010-10-12,1345.699951171875,23.128999710083008,81.66999816894531,83.5,3.628999948501587,3.7809998989105225,,580.6500244140625
2010-10-13,1369.5,23.913999557495117,83.01000213623047,84.63999938964844,3.696000099182129,3.813999891281128,,593.6500244140625
2010-10-14,1376.699951171875,24.41699981689453,82.69000244140625,84.52999877929688,3.6570000648498535,3.809000015258789,,601.5499877929688
2010-10-15,1371.0999755859375,24.27199935913086,81.25,82.44999694824219,3.5350000858306885,3.8345000743865967,,589.2000122070312
2010-10-18,1371.199951171875,24.39699935913086,83.08000183105469,84.37000274658203,3.430999994277954,3.8505001068115234,,588.0999755859375
2010-10-19,1335.0999755859375,23.763999938964844,79.48999786376953,81.0999984741211,3.513000011444092,3.755000114440918,,578.4500122070312
2010-10-20,1343.300048828125,23.847999572753906,81.7699966430664,83.5999984741211,3.5390000343322754,3.7885000705718994,,590.6500244140625
2010-10-21,1324.699951171875,23.12299919128418,80.55999755859375,81.83000183105469,3.368000030517578,3.7755000591278076,,586.2999877929688
2010-10-22,1324.4000244140625,23.125,81.69000244140625,82.95999908447266,3.3320000171661377,3.7915000915527344,,591.0999755859375
2010-10-25,1338.300048828125,23.54400062561035,82.5199966430664,83.54000091552734,3.316999912261963,3.8564999103546143,,608.7999877929688
2010-10-26,1338.0,23.823999404907227,82.55000305175781,83.66000366210938,3.3540000915527344,3.8635001182556152,,625.4500122070312
2010-10-27,1322.199951171875,23.398000717163086,81.94000244140625,83.2300033569336,3.2920000553131104,3.7734999656677246,,619.1500244140625
2010-10-28,1342.0999755859375,23.871000289916992,82.18000030517578,83.58999633789062,3.890000104904175,3.7850000858306885,,629.4500122070312
2010-10-29,1357.0999755859375,24.559999465942383,81.43000030517578,83.1500015258789,4.038000106811523,3.7320001125335693,,645.0999755859375
2010-11-01,1350.199951171875,24.54800033569336,82.94999694824219,84.62000274658203,3.8320000171661377,3.7785000801086426,,647.7000122070312
2010-11-02,1356.4000244140625,24.832000732421875,83.9000015258789,85.41000366210938,3.869999885559082,3.8334999084472656,,644.4500122070312
2010-11-03,1337.0999755859375,24.43199920654297,84.69000244140625,86.37999725341797,3.8359999656677246,3.7795000076293945,,641.7000122070312
2010-11-04,1382.699951171875,26.038999557495117,86.48999786376953,88.0,3.8559999465942383,3.9065001010894775,,673.75
2010-11-05,1397.300048828125,26.743999481201172,86.8499984741211,88.11000061035156,3.937000036239624,3.944000005722046,,684.4000244140625
2010-11-08,1402.800048828125,27.42799949645996,87.05999755859375,88.45999908447266,4.0879998207092285,3.952500104904175,,709.9000244140625
2010-11-09,1409.800048828125,28.902000427246094,86.72000122070312,88.33000183105469,4.210000038146973,4.0395002365112305,,741.6500244140625
2010-11-10,1399.0999755859375,26.861000061035156,87.80999755859375,88.95999908447266,4.046000003814697,3.9660000801086426,,696.0
2010-11-11,1403.0999755859375,27.400999069213867,87.80999755859375,88.80999755859375,3.927000045776367,4.01800012588501,,703.4000244140625
2010-11-12,1365.4000244140625,25.937999725341797,84.87999725341797,86.33999633789062,3.7990000247955322,3.8884999752044678,,672.9000244140625
2010-11-15,1368.4000244140625,26.08799934387207,84.86000061035156,86.69999694824219,3.8450000286102295,3.9230000972747803,,680.5499877929688
2010-11-16,1338.300048828125,25.229000091552734,82.33999633789062,84.7300033569336,3.818000078201294,3.7239999771118164,,645.1500244140625
