Date,EURUSD=X,GBPUSD=X,USDJPY=X,CHFUSD=X,AUDUSD=X,NZDUSD=X,CADUSD=X,HKDUSD=X,CNYUSD=X,EURJPY=X,EURGBP=X
2010-01-01,1.4389938116073608,1.6132936477661133,92.91999816894531,0.9672114849090576,0.8984725475311279,0.724480152130127,0.9512937068939209,0.1289839893579483,,133.7100067138672,0.8895000219345093
2010-01-04,1.4423978328704834,1.6113698482513428,92.49500274658203,0.9717229008674622,0.9124919772148132,0.7342144250869751,0.960614800453186,0.12893742322921753,0.14669424295425415,133.38999938964844,0.8952000141143799
2010-01-05,1.4365959167480469,1.599078893661499,91.58499908447266,0.9673987030982971,0.9118264317512512,0.7337833642959595,0.9620009660720825,0.12893909215927124,0.14669209718704224,131.52999877929688,0.8981999754905701
2010-01-06,1.4404033422470093,1.602384328842163,92.35600280761719,0.9731412529945374,0.9204712510108948,0.7380073666572571,0.9690861105918884,0.12896569073200226,0.14666412770748138,133.01300048828125,0.8988000154495239
2010-01-07,1.4318032264709473,1.5933969020843506,93.38999938964844,0.9674922823905945,0.9177680015563965,0.7327080965042114,0.967117965221405,0.1289457380771637,0.14667488634586334,133.7480010986328,0.8985000252723694
2010-01-08,1.44110906124115,1.602410078048706,92.66000366210938,0.9769441485404968,0.9250693917274475,0.7370826601982117,0.9710623025894165,0.1289341002702713,0.14668133854866028,133.49000549316406,0.8934999704360962
2010-01-11,1.4511260986328125,1.6112918853759766,92.09200286865234,0.9835742712020874,0.9297136068344116,0.7420048713684082,0.967305064201355,0.12895239889621735,0.1467028558254242,133.6199951171875,0.9003999829292297
2010-01-12,1.447659969329834,1.615169644355774,91.08000183105469,0.9815468788146973,0.9204712510108948,0.7383888363838196,0.9622787237167358,0.1289590448141098,0.14670071005821228,131.83999633789062,0.8962000012397766
2010-01-13,1.4523905515670776,1.628611445426941,91.43299865722656,0.9827043414115906,0.9242144227027893,0.7403020262718201,0.9701203107833862,0.12894076108932495,0.14669638872146606,132.74000549316406,0.891700029373169
2010-01-14,1.4499897956848145,1.6333998441696167,91.26699829101562,0.9817396402359009,0.9313588738441467,0.742390513420105,0.9771350622177124,0.1289208084344864,0.14669209718704224,132.3300018310547,0.8873999714851379
2010-01-15,1.4390974044799805,1.6269950866699219,90.75,0.9757049679756165,0.9226794838905334,0.7383888363838196,0.9718172550201416,0.12886099517345428,0.14669209718704224,130.57000732421875,0.8830000162124634
2010-01-18,1.4406731128692627,1.63529634475708,90.70500183105469,0.9769441485404968,0.927385687828064,0.7407956123352051,0.9758002161979675,0.12882281839847565,0.14669638872146606,130.64999389648438,0.8808000087738037
2010-01-19,1.4281021356582642,1.6356706619262695,91.1989974975586,0.9684291481971741,0.9225943684577942,0.7336218357086182,0.9692739844322205,0.12881451845169067,0.14669638872146606,130.22000122070312,0.8726000189781189
2010-01-20,1.4110342264175415,1.6298059225082397,91.19200134277344,0.9582215547561646,0.9114938974380493,0.7218131422996521,0.9567546844482422,0.1287415474653244,0.1466856449842453,128.6699981689453,0.8654000163078308
2010-01-21,1.4097015857696533,1.620509147644043,90.39299774169922,0.9600614309310913,0.904568076133728,0.7136231064796448,0.9518370032310486,0.12868687510490417,0.14667703211307526,127.45999908447266,0.8698999881744385
2010-01-22,1.414107084274292,1.611006498336792,89.80999755859375,0.9598771333694458,0.9012256860733032,0.7099751830101013,0.9457159042358398,0.1286703199148178,0.14669209718704224,127.02999877929688,0.8772000074386597
2010-01-25,1.4150075912475586,1.6250121593475342,90.41500091552734,0.9615384936332703,0.9049773812294006,0.7142857313156128,0.9461632966995239,0.12873658537864685,0.14669424295425415,127.91999816894531,0.8705999851226807
2010-01-26,1.4082324504852295,1.614700198173523,89.62999725341797,0.9561143517494202,0.9001709818840027,0.7079144716262817,0.9415308833122253,0.1286190152168274,0.14670071005821228,126.19999694824219,0.871999979019165
2010-01-27,1.4030951261520386,1.6178088188171387,89.94999694824219,0.9526531100273132,0.8962982892990112,0.7065140604972839,0.9402031302452087,0.12860743701457977,0.14669209718704224,126.20800018310547,0.8669999837875366
2010-01-28,1.3968042135238647,1.614309310913086,89.77799987792969,0.9507510662078857,0.8935751914978027,0.704820990562439,0.9379982948303223,0.12874487042427063,0.14669424295425415,125.38700103759766,0.8650000095367432
2010-01-29,1.3866932392120361,1.5984909534454346,90.2699966430664,0.9426848292350769,0.8843296766281128,0.7019021511077881,0.9345793724060059,0.12880787253379822,0.14669424295425415,125.16000366210938,0.8669999837875366
2010-02-01,1.3926994800567627,1.595252513885498,90.76000213623047,0.9466111660003662,0.8919811248779297,0.7090187072753906,0.9418856501579285,0.12873989343643188,0.14669209718704224,126.37300109863281,0.8729000091552734
2010-02-02,1.3976240158081055,1.599206805229187,90.4280014038086,0.9481368660926819,0.8873114585876465,0.7136231064796448,0.9459126591682434,0.1287630945444107,0.14673514664173126,126.3499984741211,0.8736000061035156
2010-02-03,1.3901052474975586,1.5920017957687378,90.83999633789062,0.9450902938842773,0.8822231888771057,0.6992028951644897,0.9417969584465027,0.12875813245773315,0.14669424295425415,126.24700164794922,0.8730999827384949
2010-02-04,1.3744947910308838,1.5769885778427124,89.41000366210938,0.9384384155273438,0.8689607381820679,0.6888000965118408,0.9328358173370361,0.12870675325393677,0.14669424295425415,122.87000274658203,0.871399998664856
2010-02-05,1.368007779121399,1.565802812576294,89.22000122070312,0.9326618909835815,0.8685833811759949,0.6898930668830872,0.9337940216064453,0.12871503829956055,0.14665982127189636,121.97000122070312,0.8734999895095825
2010-02-08,1.3654673099517822,1.5576082468032837,89.22000122070312,0.9321401715278625,0.8634833097457886,0.6829201579093933,0.9305961728096008,0.12868687510490417,0.14669209718704224,121.81099700927734,0.8766000270843506
2010-02-09,1.378207802772522,1.5693906545639038,89.76799774169922,0.9387908577919006,0.8775008320808411,0.695313572883606,0.9370315074920654,0.12871669232845306,0.14670071005821228,123.70999908447266,0.878000020980835
2010-02-10,1.3753266334533691,1.5612071752548218,89.93000030517578,0.9377343654632568,0.8768084645271301,0.6945891380310059,0.9416195750236511,0.1287117302417755,0.1466490775346756,123.63099670410156,0.8806999921798706
2010-02-11,1.3681762218475342,1.5702037811279297,89.80999755859375,0.9339683651924133,0.8902341723442078,0.6978854537010193,0.9521995782852173,0.12872283160686493,0.1465459167957306,122.88200378417969,0.8715999722480774
2010-02-12,1.363493800163269,1.5698094367980957,89.94999694824219,0.9301460981369019,0.889284074306488,0.6981777548789978,0.951973021030426,0.12870842218399048,0.14655235409736633,122.62999725341797,0.8659999966621399
2010-02-15,1.3603036403656006,1.5667105913162231,90.05000305175781,0.9285050630569458,0.889284074306488,0.6974959969520569,0.9531434774398804,0.12867197394371033,0.14655449986457825,122.46399688720703,0.867900013923645
2010-02-16,1.3767088651657104,1.579005479812622,90.24400329589844,0.938262403011322,0.9013068675994873,0.7064142823219299,0.9584051966667175,0.12871520221233368,0.14655449986457825,124.22200012207031,0.8715999722480774
2010-02-17,1.3606922626495361,1.5682092905044556,91.05000305175781,0.9280053377151489,0.8987148404121399,0.7027900815010071,0.9558401703834534,0.12874138355255127,0.14655449986457825,123.88800048828125,0.8676000237464905
2010-02-18,1.3461486101150513,1.5423054695129395,91.97699737548828,0.9193711280822754,0.8896797299385071,0.695313572883606,0.9520998597145081,0.1287572979927063,0.14655449986457825,123.83000183105469,0.8726999759674072
2010-02-19,1.3615074157714844,1.5464078187942505,91.54000091552734,0.9295408725738525,0.900009036064148,0.6997900605201721,0.9622787237167358,0.12877139449119568,0.1466469168663025,124.62000274658203,0.8790000081062317
2010-02-22,1.3605626821517944,1.548658847808838,91.23500061035156,0.9298000931739807,0.9001709818840027,0.7017051577568054,0.9595087766647339,0.1288246512413025,0.14667272567749023,124.125,0.8779000043869019
2010-02-23,1.3527040481567383,1.5445923805236816,90.16000366210938,0.924043595790863,0.8927774429321289,0.6951202750205994,0.9478673338890076,0.1288299560546875,0.1466662734746933,121.95099639892578,0.8754000067710876
2010-02-24,1.354316234588623,1.5417109727859497,90.27899932861328,0.9252405166625977,0.8943743705749512,0.6942998170852661,0.9499382376670837,0.1287914514541626,0.14669209718704224,122.26200103759766,0.8781999945640564
2010-02-25,1.3536012172698975,1.5243902206420898,89.2699966430664,0.92498379945755,0.8865247964859009,0.6907030940055847,0.9425959587097168,0.12880870699882507,0.14669424295425415,120.85800170898438,0.8878999948501587
2010-02-26,1.3631035089492798,1.523902416229248,88.9209976196289,0.9317059516906738,0.8958967924118042,0.6987143754959106,0.9510223865509033,0.12883111834526062,0.14669854938983917,121.22000122070312,0.8920999765396118
2010-03-01,1.356208086013794,1.4978805780410767,89.1500015258789,0.9267840385437012,0.9004952907562256,0.6999860405921936,0.9602458477020264,0.12880291044712067,0.1467050015926361,120.87100219726562,0.9053999781608582
2010-03-02,1.3620638847351074,1.5028102397918701,88.73999786376953,0.931011974811554,0.9049773812294006,0.69730144739151,0.9666411876678467,0.12882281839847565,0.14668133854866028,120.88300323486328,0.9063000082969666
2010-03-03,1.3701633214950562,1.5103002786636353,88.56999969482422,0.9367681741714478,0.9052231907844543,0.6939143538475037,0.9691800475120544,0.12883028388023376,0.14671577513217926,121.33200073242188,0.9072499871253967
2010-03-04,1.3584003448486328,1.50360107421875,89.16000366210938,0.9285050630569458,0.8997660279273987,0.6863889098167419,0.9697439670562744,0.1288178414106369,0.14670071005821228,121.08999633789062,0.9032999873161316
2010-03-05,1.3628991842269897,1.5132943391799927,90.22000122070312,0.9301460981369019,0.9079353213310242,0.6972042322158813,0.9720062017440796,0.12882612645626068,0.1467028558254242,123.0199966430664,0.8967999815940857
2010-03-08,1.3616927862167358,1.504189133644104,90.28600311279297,0.9310986995697021,0.9083476662635803,0.6998390555381775,0.9728572964668274,0.12889188528060913,0.14669209718704224,122.94000244140625,0.9049999713897705
2010-03-09,1.3606922626495361,1.5016368627548218,89.98899841308594,0.9308386445045471,0.9154156446456909,0.7035812139511108,0.9738994836807251,0.12888193130493164,0.1466834843158722,122.43000030517578,0.906000018119812
2010-03-10,1.3643310070037842,1.4970060586929321,90.47000122070312,0.9341428875923157,0.9139096736907959,0.7005254030227661,0.9752291440963745,0.128892719745636,0.14671145379543304,123.44000244140625,0.911300003528595
2010-03-11,1.3685319423675537,1.507204532623291,90.64800262451172,0.936154305934906,0.9155831933021545,0.6998390555381775,0.9770395755767822,0.12888523936271667,0.14670930802822113,124.04000091552734,0.9079999923706055
2010-03-12,1.376993179321289,1.5216069221496582,90.54000091552734,0.946342408657074,0.9149130582809448,0.7020993232727051,0.9814505577087402,0.12892413139343262,0.14672653377056122,124.6500015258789,0.9050999879837036
2010-03-15,1.3677457571029663,1.505434513092041,90.31999969482422,0.9420631527900696,0.9136592745780945,0.7030865550041199,0.9814505577087402,0.12889006733894348,0.14671145379543304,123.5199966430664,0.9083999991416931
2010-03-16,1.3768794536590576,1.5236934423446655,90.29000091552734,0.947777509689331,0.9190332293510437,0.7124029397964478,0.9868746399879456,0.12886764109134674,0.14671361446380615,124.3239974975586,0.9035999774932861
2010-03-17,1.3738338947296143,1.5317922830581665,90.40299987792969,0.9485865831375122,0.9235315322875977,0.7139797210693359,0.9899029731750488,0.12884937226772308,0.14669209718704224,124.18499755859375,0.8967999815940857
2010-03-18,1.361396312713623,1.5253669023513794,90.4800033569336,0.9460737705230713,0.9212344288825989,0.7152052521705627,0.9865824580192566,0.12886099517345428,0.14668133854866028,123.16000366210938,0.8924400210380554
2010-03-19,1.353692889213562,1.5017945766448975,90.5199966430664,0.9430403709411621,0.9161703586578369,0.7093204259872437,0.9837678074836731,0.1288859099149704,0.1467028558254242,122.5199966430664,0.9009000062942505
2010-03-22,1.356704831123352,1.5108022689819336,90.33999633789062,0.9455639123916626,0.9185266494750977,0.7076139450073242,0.9834678173065186,0.12885667383670807,0.14669638872146606,122.55000305175781,0.8978000283241272
2010-03-23,1.3468012809753418,1.5021330118179321,90.36599731445312,0.9459842443466187,0.9179364442825317,0.7052186131477356,0.9838355779647827,0.12883444130420685,0.14670071005821228,121.68000030517578,0.8963000178337097
2010-03-24,1.3331022262573242,1.4898910522460938,92.01399993896484,0.9330969452857971,0.9119095206260681,0.7035812139511108,0.9770395755767822,0.1288510411977768,0.14668993651866913,122.6500015258789,0.894599974155426
2010-03-25,1.3307074308395386,1.4844944477081299,92.51300048828125,0.9331840872764587,0.9085953235626221,0.7047216296195984,0.9768582582473755,0.12884904444217682,0.1466834843158722,123.07599639892578,0.8960000276565552
2010-03-26,1.3410038948059082,1.4898022413253784,92.50700378417969,0.9392316937446594,0.9044044613838196,0.7033832669258118,0.9744119048118591,0.12883444130420685,0.14669209718704224,124.04000091552734,0.8997899889945984
2010-03-29,1.3481086492538452,1.498194694519043,92.48999786376953,0.9412650465965271,0.9167582988739014,0.7094210982322693,0.9791346788406372,0.12880589067935944,0.14669854938983917,124.65499877929688,0.8996999859809875
2010-03-30,1.3424079418182373,1.5074089765548706,92.81999969482422,0.938262403011322,0.9186110496520996,0.7098239660263062,0.9814505577087402,0.12880125641822815,0.14671145379543304,124.58100128173828,0.8902000188827515
2010-03-31,1.3508037328720093,1.5183724164962769,93.5199966430664,0.9490727186203003,0.9155831933021545,0.7070136070251465,0.9846396446228027,0.12880291044712067,0.14671577513217926,126.33999633789062,0.8895000219345093
2010-04-01,1.3584003448486328,1.5291922092437744,93.8499984741211,0.9483616948127747,0.920640766620636,0.707764208316803,0.9917683601379395,0.12876974046230316,0.1467050015926361,127.45999908447266,0.8881000280380249
2010-04-02,1.3504936695098877,1.5210051536560059,94.52999877929688,0.9425070881843567,0.9196248054504395,0.706813633441925,0.9899029731750488,0.12873823940753937,0.1467050015926361,127.70999908447266,0.8877000212669373
2010-04-05,1.34890878200531,1.5298004150390625,94.33000183105469,0.9414423108100891,0.9208951592445374,0.7037792801856995,0.9981036186218262,0.12877719104290009,0.1467050015926361,127.23400115966797,0.881600022315979
2010-04-06,1.3401951789855957,1.5270905494689941,93.79399871826172,0.9357688426971436,0.9278159141540527,0.7060650587081909,0.9991008043289185,0.12878134846687317,0.14671361446380615,125.65799713134766,0.8774499893188477
2010-04-07,1.3348461389541626,1.5242043733596802,93.30899810791016,0.9317059516906738,0.9272136688232422,0.707313597202301,0.9957184195518494,0.12885601818561554,0.14672653377056122,124.5199966430664,0.8755000233650208
2010-04-08,1.336112380027771,1.5283042192459106,93.41999816894531,0.9318361282348633,0.9290226101875305,0.7076139450073242,0.9986019730567932,0.12888026237487793,0.1467243880033493,124.8010025024414,0.8740000128746033
2010-04-09,1.3500925302505493,1.536995530128479,93.16000366210938,0.9379103183746338,0.9335324764251709,0.7161784768104553,0.9977052807807922,0.12894241511821747,0.14676959812641144,125.76000213623047,0.8770999908447266
2010-04-12,1.3596007823944092,1.5373972654342651,93.18299865722656,0.9439305663108826,0.9266122579574585,0.7134194374084473,0.997307300567627,0.1289108395576477,0.14671577513217926,126.68000030517578,0.8841000199317932
