Datetime,Open,High,Low,Close,Volume,ma7,ma7_diff,ma21,ma21_diff,26ema,26ema_diff,12ema,12ema_diff,MACD,upper_band,lower_band,momentum,fourier_short,fourier_medium,fourier_long,Volatility_21,Close Diff,Open Diff,ATR,OBV
2023-10-06 09:30:00-04:00,15.5600004196167,15.798999786376951,15.510000228881836,15.704999923706056,3917048,,,,,15.704999923706056,0.0,15.704999923706056,0.0,0.0,,,,17.469203429127063,17.92308413605563,18.62408166931975,,,,,
2023-10-06 09:35:00-04:00,15.710000038146973,15.75,15.550000190734863,15.59000015258789,931343,,,,,15.64528850408701,0.055288351499118704,15.64270838101705,0.05270822842915912,-0.0025801230699595834,,,,17.440558512857724,17.911618279353856,18.62095899559297,,-0.11499977111816584,0.14999961853027344,,-931343.0
2023-10-06 09:40:00-04:00,15.59000015258789,15.699999809265137,15.550000190734863,15.65999984741211,816819,,,,,15.650574146908102,-0.00942570050400704,15.649457244344452,-0.010542603067657197,-0.0011169025636501573,,,,17.41215775718296,17.900217894151336,18.61783573349758,,0.06999969482421875,-0.11999988555908203,,-114524.0
2023-10-06 09:45:00-04:00,15.670000076293944,15.880000114440918,15.649999618530272,15.754300117492676,1293376,,,,,15.679571395502242,-0.07472872199043401,15.68255204208966,-0.07174807540301664,0.002980646587417368,,,,17.38401078420253,17.88888387391935,18.614711938944897,,0.0943002700805664,0.07999992370605291,,1178852.0
2023-10-06 09:50:00-04:00,15.75,16.024999618530273,15.75,16.010099411010742,1910924,,,,,15.756222205594163,-0.253877205416579,15.771545491578868,-0.2385539194318742,0.015323285984704782,,,,17.356127103558755,17.87761710219761,18.611587667617545,,0.2557992935180664,0.07999992370605646,,3089776.0
2023-10-06 09:55:00-04:00,16.014999389648438,16.030000686645508,15.890000343322754,15.950499534606934,1011193,,,,,15.795134405095032,-0.1553651295119014,15.815040738771906,-0.13545879583502796,0.019906333676873444,,,,17.328516107440564,17.866418452499097,18.608462974968077,,-0.059599876403808594,0.2649993896484375,,2078583.0
2023-10-06 10:00:00-04:00,15.949999809265137,15.970000267028809,15.830100059509276,15.895000457763672,913931,15.79498563494001,-0.10001482282366148,,,15.812895064870256,-0.0821053928934159,15.832883470307209,-0.06211698745646288,0.019988405436953016,,,,17.30118706565955,17.855288788216594,18.605337916217632,,-0.05549907684326172,-0.06499958038330078,,1164652.0
2023-10-06 10:05:00-04:00,15.895000457763672,15.90999984741211,15.779999732971191,15.885000228881836,898593,15.820699964250837,-0.06430026463099914,,,15.824512993437766,-0.060487235444069753,15.8437594345406,-0.04124079434123651,0.019246441102833245,,,,17.274149120801003,17.844228962530803,18.602212546354583,,-0.010000228881835938,-0.054999351501464844,,266059.0
2023-10-06 10:10:00-04:00,15.880000114440918,15.979999542236328,15.880000114440918,15.967900276184082,972621,15.87468569619315,-0.09321457999093141,,,15.84576613651276,-0.12213413967132247,15.86831891155944,-0.09958136462464218,0.022552775046680296,,,,17.247411283452813,17.83323981832019,18.599086920133203,,0.0829000473022461,-0.015000343322753906,,1238680.0
2023-10-06 10:15:00-04:00,15.969400405883787,16.09000015258789,15.960000038146973,15.994999885559082,1732915,15.92254284449986,-0.0724570410592218,,,15.86635894143565,-0.12864094412343263,15.892324906898521,-0.10267497866056097,0.025965965462871665,,,,17.220982427515132,17.822322188072445,18.595961092072347,,0.027099609375,0.08940029144286932,,2971595.0
