Datetime,Open,High,Low,Close,Volume,ma7,ma21,26ema,12ema,MACD,upper_band,lower_band,momentum,fourier_short,fourier_medium,fourier_long,Volatility_21,Close Diff,Open Diff,ATR,OBV,Open-Close
2023-09-27 09:30:00-04:00,14.199999809265137,0.23000049591064275,-0.039999961853027344,14.338000297546388,3816811,,,0.0,0.0,0.0,,,,1.73170087993317,2.63428574114217,3.177838617595386,,,,,,-0.13800048828125178
2023-09-27 09:35:00-04:00,14.329999923706056,0.06500053405761541,-0.10999965667724787,14.289999961853027,1439814,,,0.023077084467962194,0.022000153859455196,-0.0010769306085069985,,,,1.7532562420738316,2.6694826157453164,3.219394270460665,,-0.04800033569336115,0.13000011444091975,,-1439814.0,0.03999996185302912
2023-09-27 09:40:00-04:00,14.289999961853027,0.07999992370605469,-0.06000041961669922,14.364999771118164,927918,,,-0.033267393906520226,-0.032313877660740786,0.0009535162457794399,,,,1.652066804596668,2.581728686163199,3.1379138665747313,,0.07499980926513672,-0.03999996185302912,,-511896.0,-0.07499980926513672
2023-09-27 09:45:00-04:00,14.366900444030762,0.06309986114501775,-0.036900520324705255,14.395000457763672,1184384,,,-0.045581090018202985,-0.04264429163658967,0.0029367983816133147,,,,1.5961396115576463,2.539024459619263,3.1013969413640865,,0.030000686645507812,0.07690048217773438,,672488.0,-0.028100013732910156
2023-09-27 09:50:00-04:00,14.390000343322754,0.15939998626708984,-0.05000019073486328,14.53499984741211,1713255,,,-0.14254360098689922,-0.1330200458441393,0.009523555142759932,,,,1.4304845105741482,2.3863733347231815,2.954845938603153,,0.1399993896484375,0.023099899291992188,,2385743.0,-0.14499950408935547
2023-09-27 09:55:00-04:00,14.53499984741211,0.0,-0.08500003814697266,14.45989990234375,936950,,,-0.053935229549358255,-0.04384246912208667,0.010092760427271585,,,,1.4802071041743936,2.448874557844242,3.023359166944175,,-0.07509994506835938,0.14499950408935547,,1448793.0,0.07509994506835938
2023-09-27 10:00:00-04:00,14.454999923706056,0.0349998474121076,-0.125,14.33329963684082,1016389,0.05472891671317015,,0.05974193599478994,0.06429068366589341,0.00454874767110347,,,,1.5817158293203697,2.562930307600624,3.143337884559852,,-0.1266002655029297,-0.07999992370605291,,432404.0,0.12170028686523615
2023-09-27 10:05:00-04:00,14.338500022888184,0.05150032043457031,-0.03849983215332031,14.359999656677246,706580,0.031171662466865868,,0.027718044741890324,0.029746071677147157,0.0020280269352568325,,,,1.5302174128507886,2.523741155206345,3.1099817596403696,,0.02670001983642578,-0.11649990081787287,,1138984.0,-0.0214996337890625
2023-09-27 10:10:00-04:00,14.359999656677246,0.0,-0.07999992370605469,14.335000038146973,940744,0.0625998633248468,,0.04490374826768573,0.043915044122458724,-0.000988704145227004,,,,1.5307189874556553,2.536308185282781,3.128290991351811,,-0.024999618530273438,0.0214996337890625,,198240.0,0.024999618530273438
2023-09-27 10:15:00-04:00,14.335000038146973,0.015000343322755683,-0.034999847412109375,14.339900016784668,600448,0.054114205496651024,,0.03448363876525562,0.03162172573838795,-0.0028619130268676685,,,,1.501628398033363,2.519033306981033,3.1166666211020555,,0.0048999786376953125,-0.024999618530273438,,798688.0,-0.0048999786376953125
